Article_Title,PMC_ID,DOI,ACK,ACKNOWLEDGEMENT,FUNDING,FOOTNOTES
"Investigation and confirmation of differentially expressed miRNAs, as well as target gene prediction in papillary thyroid cancer, with a special emphasis on the autophagy signaling pathway",9905749,10.22099/mbrc.2022.43844.1751,NA,This research is financially supported by Tabriz Hematology and Oncology Research Center.,NA,NA
"Meditation Practices and the Onset of Psychosis: A Case Series and
Analysis of Possible Risk Factors",9896108,na,NA,NA,NA,NA
Focal cryotherapy for prostate cancer: a contemporary literature review,9906190,10.21037/atm-21-5033,NA,Funding: None.,NA,NA
Establishment and validation of a nomogram for predicting the surgical difficulty of lateral retroperitoneal laparoscopic adrenalectomy,9906113,10.21037/tau-22-324,NA,Funding: This work was supported by the “Undergraduate Scientific Research Innovation” project of Capital Medical University (No. XSKY2022296).,NA,NA
Cell death mechanisms in head and neck cancer cells in response to low and high-LET radiation,9884797,na,NA,NA,NA,NA
Association between genetic polymorphisms in cytochrome P450 enzymes and survivals in women with breast cancer receiving adjuvant endocrine therapy: a systematic review and meta-analysis,9884795,na,NA,None.,NA,NA
Reproductive and developmental toxicities of 5-fluorouracil in model organisms and humans,9884763,na,NA,"We are grateful to all members of Buhe Nashun lab for stimulating discussions. Apologise to all colleagues whose work could not be cited because of the space constraints. This study is funded by the National Natural Science Foundation of China (31970759), the National Natural Science Foundation of China (32160145), the National Natural Science Foundation of China (31760335), the Fund for Excellent Young Scholars of Inner Mongolia (2021JQ04) and the Science and Technology Major Project of Inner Mongolia Autonomous Region of China to the State Key Laboratory of Reproductive Regulation and Breeding of Grassland Livestock (2019ZD031).",NA,NA
A fast and accurate mouse model for inducing non-alcoholic steatohepatitis,9876774,10.22037/ghfbb.v15i4.2593,NA,NA,NA,NA
Prevalence of Cryptosporidium spp. in children and the elderly in southwestern Iran,9876772,10.22037/ghfbb.v15i4.2619,NA,"We would like to thank the laboratory colleagues at Dezful School of Medical Sciences and Alborz School of Medical Sciences, as well as Dr. Sayed Hamidreza Mozhgani, who helped us carry out the experiments.",NA,NA
Subtype distribution of Blastocystis sp. isolated from humans in Iran: a systematic review and meta-analysis,9876770,10.22037/ghfbb.v15i4.2475,NA,NA,NA,NA
Hepatic disorders associated with the use of Ivermectin for SARS-CoV-2 infection in adults: a pharmacovigilance study in VigiBase,9876768,10.22037/ghfbb.v15i4.2383,NA,NA,NA,NA
Novel description on esophageal timed barium swallow: a correlation between advanced parametrization and esophageal X-ray images,9876766,10.22037/ghfbb.v15i4.2467,NA,"This study supported by Gastrointestinal, and liver Diseases Research Center (RCGLD), Shahid Beheshti University of Medical Sciences, Tehran, Iran under the ethical code no. IR. SBMU. MSP. REC. 1397.34. The authors would also like to thank Saba (radiological) Center in Tehran for contributing to this research and sharing some of the x-ray TBS images for a simultaneous study. ",NA,NA
"Evaluation of cellular response to Clostridium
difficile toxin-A: a network analysis",9876764,10.22037/ghfbb.v15i4.2634,NA,Shahid Beheshti University of Medical Sciences supported this research. ,NA,NA
Identification of gene signature in RNA-Seq hepatocellular carcinoma data by Pareto-optimal cluster algorithm,9876762,10.22037/ghfbb.v15i4.2488,NA,"This study was extracted from MSc thesis, which was supported by the University of Social Welfare and Rehabilitation Sciences (USWRS). We thank our colleagues from USWRS who provided insight and expertise that greatly assisted the research.",NA,NA
"
MST1‐knockdown protects against impairment of working memory via regulating neural activity in depression‐like mice",9744549,na,NA,This work was supported by grants from the National Natural Science Foundation of China (32070988 to TZ) and 111 Project (B08011 to TZ).,NA,NA
Home cage measures of Alzheimer's disease in the rTg4510 mouse model,9744509,na,NA,"We'd like to thank Eli Lilly & Co. for donating the mice for this study and measuring Tau concentration. Additionally, we want to recognize several undergraduate researchers for their assistance throughout the project: Summer Petrow (husbandry, running behavior tests, and ort measurements), Katherine Leeson (video coding), Leslie Tibbets (video coding), and Stephanie Dijak (video coding).",NA,NA
The Making of a Radical: The Role of Peer Harassment in Youth Political Radicalism,9903247,na,NA,NA,NA,NA
[18F]FDG PET/MRI in the follow-up of hepatocellular carcinoma after liver transplantation,9897275,10.1097/MNM.0000000000001518,NA,"
Conflicts of interest
",NA,NA
Implementation of the Mental Capacity Act: a national observational study comparing resultant trends in place of death for older heart failure decedents with or without comorbid dementia,9901524,10.1186/s12916-021-02210-2,NA,The GUIDE_Care Services project (NIHR HS&DR: 14/19/22 ) and The GUIDE_Care project (NIHR HS&DR: 09/2000/58).,"Wei Gao and Irene J Higginson at King’s College London are supported by the National Institute for Health Research (NIHR) Applied Research Collaboration South London (NIHR ARC South London) at King’s College Hospital NHS Foundation Trust. The views expressed are those of the authors and not necessarily those of the NIHR or the Department of Health and Social Care. These funding bodies had no role in the design of the study, the collection, analysis, and interpretation of the data, or in the writing of the manuscript.",NA
"Walking through the city soundscape: an audio-visual analysis of
sensory experience for people with psychosis",9900689,na,NA,NA,NA,NA
"“Proof Under Reasonable Doubt”: Ambiguity of the
Norm Violation as Boundary Condition of Third-Party Punishment",9900685,na,NA,NA,NA,NA
Complex psychiatric comorbidities in Thai trans women: A case series,9877471,10.12688/f1000research.75144.1,NA,We thank all clients whose shared stories are valuable for transgender healthcare providers.,NA,NA
"Frontal Recess Cells in International Frontal Sinus Anatomy Classification (IFAC); Prevalence, Infection Incidence, and Relation to Frontal Sinus Infection in Chronic Sinusitis Patients",9895715,10.1007/s12070-021-03069-8,NA,NA,"Open access funding provided by The Science, Technology & The authors declare no financial support or interest to this study.",NA
Coordinate control of basal epithelial cell fate and stem cell maintenance by core EMT transcription factor Zeb1,9894649,na,NA,"We thank the Genomics High Throughput Facility and the Institute for Immunology FACS Core Facility at the University of California, Irvine for expert service and Raul Ramos and Maksim Plikus for advice on bead injection. This work was supported by NIH grants R01-GM123731 and R01-AR068074 (X.D.). G.G. was supported by a diversity supplement to R01-GM123731.",NA,NA
Delayed juvenile behavioral development and prolonged dependence are adaptations to desert life in the grey falcon,9892786,na,NA,"We thank hundreds of volunteer informants for reporting their observations and for help with locating grey falcons across Australia, and many landowners and station managers for granting access to study sites. J.S. wishes to thank the staff of Dampier Bunbury Pipeline for their enduring on-ground and otherwise support.","This work was supported by the Dampier Bunbury Pipeline, Perth, Western Australia; The Peregrine Fund, Boise ID; and the Department of Biodiversity, Conservation and Attractions, Western Australia. J.S. was supported by the Australian Government Research Training Program Scholarship.",NA
"A novel remote hands-on training for neuroendovascular-based treatment in the
era of the COVID-19 pandemic",9892524,na,NA,"We would like to thank Motoki Hayano and Kana Suzuki of Medtronic Japan Co., Ltd, for their
polite advice and enthusiastic support for this work.",NA,NA
Sparse 3D contrast-enhanced whole-heart imaging for coronary artery evaluation,9892157,10.1007/s00059-021-05091-6,NA,"We would like to thank Christoph Forman (Application developer), Siemens Healthcare GmbH, Erlangen, for his support.",Open Access funding enabled and organized by Projekt DEAL.,NA
In This Issue,9891739,10.1016/j.ymthe.2022.01.016,NA,NA,NA,NA
Differences in the Distribution of Ceramides and Sphingosine among Lipoprotein and Lipoprotein-Depleted Fractions in Patients with Type 2 Diabetes Mellitus,9881536,na,NA,None.,This work was supported by JSPS KAKENHI Grant Number 16H06236 and 20H03573 (M.K.) and Leading Advanced Projects for medical innovation (LEAP) from AMED (Y.Y.).,NA
"Secular Trends in Obesity and Serum Lipid Values among Children in Oita City, Japan, during a 27-Year Period",9879566,na,NA,The authors wish to acknowledge Dr. Keishi Mori in the Shido Corp. for his help in interpreting the significance of the results of the statistical analysis in this study.,NA,NA
Recent Advances in Drug Therapy for Parkinson's Disease,9876715,10.2169/internalmedicine.8940-21,NA,NA,NA,NA
On the monodromy of the deformed cubic oscillator,9889533,10.1007/s00208-021-02337-w,NA,"As explained above, this paper owes a significant debt to the work of Gaiotto, Moore and Neitzke [17]. The first author benefitted from useful conversations with Dylan Allegretti, Kohei Iwaki, Dima Korotkin, Davide Masoero, Andy Neitzke and Tom Sutherland. The second author would like to thank Anna Barbieri, Tom Bridgeland, Akane Nakamura, and Jörg Teschner. The second author is partially supported by the FCT Project PTDC/MAT-PUR/30234/2017, “Irregular connections on algebraic curves and Quantum Field Theory” and by the FCT Investigator grant IF/00069/2015, “A mathematical framework for the ODE/IM correspondence”.",NA,NA
"Parent, Teacher and Observational Reports of Emotional and Behavioral Problems in Young Autistic Children",9889526,10.1007/s10803-021-05421-x,NA,"We are grateful to the families who were involved in the study and the IAMHealth parents’ and autistic adults’ panels who provide guidance and support throughout the trial. We would also like to acknowledge Elena Baker, Thomas Cawthorne, Lydia Johnson-Ferguson, Moriya Maccabee and Sophie Webb for their assistance with data collection. We would also like to thank local professionals who assisted with identifying potential participants for the study, with particular thanks to Dr Fernando Salazar and the team at Croydon CAMHS, Dr Mark O’Leary, Sarran Bond and Jackie Sutherland and the team at Bromley Healthcare, Dr Shade Alu and Marion Drennan from the Croydon Child Development Centre, Dr Narad Muthura from the Mary Sheridan Children’s Centre, Melissa Hendry and Maria Davies from Red Gates School and Marie Neave and Hannah Robinson from Drumbeat School.","This manuscript summarizes independent research funded by the National Institute for Health Research (NIHR) under its Programme Grants for Applied Research programme (RP-PG-1211–20016). The views expressed in this manuscript are those of the authors and not necessarily those of the NHS, the NIHR or the Department of Health. AP and ES receives support from the NIHR through a Senior Investigator Award (NF-SI-0617–10120, NF-SI-0514–10073) and additionally receive support from the National Institute for Health Research (NIHR) Biomedical Research Centre at South London and Maudsley Foundation Trust (IS-BRC-1215–20018). VCL is supported by a Sir Henry Wellcome Postdoctoral Fellowship (213608/Z/18/Z).",NA
Parent–Child Interaction Therapy for Children with Disruptive Behaviors and Autism: A Randomized Clinical Trial,9889513,10.1007/s10803-022-05428-y,NA,This work was supported by the Commonwealth Health Research Board Grant awarded to John W. Harrington.,NA,NA
Almost positive links are strongly quasipositive,9889511,10.1007/s00208-021-02328-x,NA,"The authors thank Sebastian Baader both generally for his advocacy of quasipositivity and specifically for a conversation that inspired an important step in the proof of Theorem B. They also thank an anonymous referee for a suggestion which lead to further applications of Theorem B. Peter Feller gratefully acknowledges support by the SNSF Grant 181199. Lukas Lewark is supported by the DFG, project no. 412851057.",Open access funding provided by Swiss Federal Institute of Technology Zurich,NA
Exploring the Experiences of Parents Whose Child has Received a Diagnosis of Autistic Spectrum Disorder in Adulthood,9889483,10.1007/s10803-021-05296-y,NA,NA,"Funding for the study was provided by the Trent Doctorate in Clinical Psychology, University of Nottingham. This article has been prepared from a doctoral thesis.",NA
Effects of Parental Involvement in Robot-Assisted Autism Therapy,9889445,10.1007/s10803-022-05429-x,NA,"We would like to acknowledge the work of undergraduate students of Nazarbayev University, Nurila Seitkazina, Alina Pak, Dauren Turabayev, who assisted us in the data collection part of this research; Galiya Abylkasymova, the therapist of the Republican Children Rehabilitation Center, for her help in conducting the study. We would like to express our gratitude to the children and their parents who participated in this research.",This work was supported by the Nazarbayev University Collaborative Research Program grant (award number is 091019CRP2107).,NA
General Measurement Tools for Assessing Mental Health Problems Among Children and Adolescents with an Intellectual Disability: A Systematic Review,9889433,10.1007/s10803-021-05419-5,We would like to thank Emeritus Professor Michael G. Aman for commenting on the manuscript.,NA,Open Access funding provided by UiT The Arctic University of Norway. Funding was supported by Helse Nord RHF [Grant No. HNF1525-20] and Marianne Berg Halvorsen.,NA
Occupational Therapy Interventions Using New Technologies in Children and Adolescents with Autism Spectrum Disorder: A Scoping Review,9889430,10.1007/s10803-022-05431-3,We would like to acknowledge the English revision made by Jessica Gorlin.,NA,"Open Access funding provided thanks to the CRUE-CSIC agreement with Springer Nature. This study was supported by the UNIVERSIA-INDRA foundation with funding from the ANTICIPA-TEA project, coordinated by Manuela Garcia de la Hera.",NA
“You Feel Like You Kind of Walk Between the Two Worlds”: A Participatory Study Exploring How Technology Can Support Emotion Regulation for Autistic People,9889404,10.1007/s10803-021-05392-z,NA,NA,"This study was approved by The University of The West of Scotland, Engineering, Computing and Physical Sciences Ethics committee.",NA
"Frequency-Following Response (FFR) in cochlear implant users: a systematic review of acquisition parameters, analysis, and outcomes",9886122,10.1590/2317-1782/20212021116,NA,NA,NA,NA
Repetition of anchor stimuli and nature of vocal samples in the perceptual auditory judgment performed by speech-language pathology students,9886121,10.1590/2317-1782/20212021064,NA,NA,NA,"

Financial support: nothing to declare.
"
Notebook of experiences: a therapeutic resource in educational audiology,9886119,10.1590/2317-1782/20212020422,NA,To CAPES for the encouragement and financial support for this research - Financing Code: 001,NA,NA
Updating sentences lists for assessment speech perception,9886115,10.1590/2317-1782/20202020301,NA,NA,NA,"
Financial support: nothing to declare.
"
"Anthropometric orofacial measures of newborns and their relationship with sex, weight and height",9886102,10.1590/2317-1782/20212020114,NA,"The authors would like to thank all the responsible ones for the newborns who participated in the study, the Speech-language Pathologist Franklin Susanibar and the Hospital staff, in particular the Speech-language Pathologists Vanessa Ponsano Giglio, Ana Suely de Azevedo Chaves Martins and Letícia Netto Herter Severino for their valuable contribution to the application of the protocols.",NA,NA
"Lists of monosyllables for logoaudiometric tests: elaboration, content validation and search for equivalence",9851190,10.1590/2317-1782/20212021057,NA,NA,NA,"
Financial support: nothing to declare.
"
Influence of taste stimulation on sucking pressure in newborn infants at term,9769435,10.1590/2317-1782/20212021002,NA,NA,NA,"
Financial support: nothing to declare.
"
Effects of low-level laser photobiomodulation on the masticatory function and mandibular movements in adults with temporomandibular disorder: a systematic review with meta-analysis,9769431,10.1590/2317-1782/20212021138,NA,NA,NA,"
Financial support: nothing to declare.
"
Repercussion of the implementation of the Picture Exchange Communication System - PECS in the overload index of mothers of children with Autism Spectrum Disorder,9769430,10.1590/2317-1782/20212021109,NA,NA,NA,NA
Association between clinical evaluation and self perception of deglutition with motor disability scale in patients with multiple sclerosis,9769428,10.1590/2317-1782/20212021026,NA,"Thanks to the colleagues speech therapists Diego Leal and Thayze Torbes for their assistance in collecting the sample, and also to colleague Julia Renke. We would like to thank the Neuroimmunology Service of the Irmandade Santa Casa de Misericórdia of Porto Alegre for receive the research proposal and the patients at the clinic for their participation.",NA,"
Financial support: nothing to declare.
"
Adherence to Remote Microphone System use at school in children and adolescents with hearing loss,9769424,10.1590/2317-1782/20212020326,NA,"We would like to thank FUNCAD for providing the project, the families for their participation, the schools, teachers and coordinators for allowing us to get into the routine and know a little more about how it works.",NA,NA
Immediate effects of photobiomodulation on maximum lip pressure,9769423,10.1590/2317-1782/20212021024,NA,NA,NA,"
Financial support: nothing to declare.
"
Influence of the type of acoustic transducer in pure-tone audiometry,9769422,10.1590/2317-1782/20212021019,NA,NA,NA,"
Financial support: nothing to declare.
"
Facial grimace during speech in cleft lip and palate: a proposal for classification,9769419,10.1590/2317-1782/20212021069,NA,NA,NA,NA
